REF_DATE,GEO,DGUID,Gender (3a),Age (8G),Statistics (5),Coordinate,Indigenous identity (9):Total - Indigenous identity[1],Symbol,Indigenous identity (9):Indigenous identity[2],Symbol,Indigenous identity (9):Single Indigenous responses[3],Symbol,Indigenous identity (9):First Nations (North American Indian)[4],Symbol,Indigenous identity (9):Métis[5],Symbol,Indigenous identity (9):Inuk (Inuit)[6],Symbol,Indigenous identity (9):Multiple Indigenous responses[7],Symbol,Indigenous identity (9):Indigenous responses not included elsewhere[8],Symbol,Indigenous identity (9):Non-Indigenous identity[9],Symbol
2021,Newfoundland and Labrador,2021A000210,Total - Gender,65 years and over,% distribution (2021),2.1.8.3,100,,6,,5.4,,3.8,,0.8,,0.8,,0.1,,0.5,,94,
2021,Newfoundland and Labrador,2021A000210,Total - Gender,65 years and over,% distribution (2016),2.1.8.4,100,,5.4,,5,,3.5,,0.8,,0.6,,0,,0.4,,94.6,
2021,Newfoundland and Labrador,2021A000210,Total - Gender,65 years and over,% change (2016 to 2021),2.1.8.5,20.4,,34.7,,30,,28.4,,21.1,,51.2,,250,,83.6,,19.6,
2021,Newfoundland and Labrador,2021A000210,Men+,Total - Age,2021 Counts,2.2.1.1,246190,,22515,,20845,,13655,,3595,,3590,,320,,1350,,223670,
2021,Newfoundland and Labrador,2021A000210,Men+,Total - Age,2016 Counts,2.2.1.2,250910,,22100,,20515,,13615,,3790,,3110,,300,,1280,,228815,
2021,Newfoundland and Labrador,2021A000210,Men+,Total - Age,% distribution (2021),2.2.1.3,100,,9.1,,8.5,,5.5,,1.5,,1.5,,0.1,,0.5,,90.9,
2021,Newfoundland and Labrador,2021A000210,Men+,Total - Age,% distribution (2016),2.2.1.4,100,,8.8,,8.2,,5.4,,1.5,,1.2,,0.1,,0.5,,91.2,
2021,Newfoundland and Labrador,2021A000210,Men+,Total - Age,% change (2016 to 2021),2.2.1.5,-1.9,,1.9,,1.6,,0.3,,-5.1,,15.6,,6.6,,5.1,,-2.2,
2021,Newfoundland and Labrador,2021A000210,Men+,0 to 14 years,2021 Counts,2.2.2.1,35015,,4440,,4120,,2675,,680,,770,,115,,205,,30570,
2021,Newfoundland and Labrador,2021A000210,Men+,0 to 14 years,2016 Counts,2.2.2.2,38125,,4860,,4490,,2960,,835,,690,,110,,255,,33270,
2021,Newfoundland and Labrador,2021A000210,Men+,0 to 14 years,% distribution (2021),2.2.2.3,100,,12.7,,11.8,,7.6,,1.9,,2.2,,0.3,,0.6,,87.3,
2021,Newfoundland and Labrador,2021A000210,Men+,0 to 14 years,% distribution (2016),2.2.2.4,100,,12.7,,11.8,,7.8,,2.2,,1.8,,0.3,,0.7,,87.3,
2021,Newfoundland and Labrador,2021A000210,Men+,0 to 14 years,% change (2016 to 2021),2.2.2.5,-8.2,,-8.5,,-8.4,,-9.6,,-19.2,,11.6,,4.5,,-19.6,,-8.1,
2021,Newfoundland and Labrador,2021A000210,Men+,15 to 24 years,2021 Counts,2.2.3.1,26775,,3285,,3070,,1925,,540,,605,,35,,180,,23490,
2021,Newfoundland and Labrador,2021A000210,Men+,15 to 24 years,2016 Counts,2.2.3.2,27850,,3365,,3145,,2095,,600,,450,,50,,175,,24485,
2021,Newfoundland and Labrador,2021A000210,Men+,15 to 24 years,% distribution (2021),2.2.3.3,100,,12.3,,11.5,,7.2,,2,,2.3,,0.1,,0.7,,87.7,
2021,Newfoundland and Labrador,2021A000210,Men+,15 to 24 years,% distribution (2016),2.2.3.4,100,,12.1,,11.3,,7.5,,2.2,,1.6,,0.2,,0.6,,87.9,
2021,Newfoundland and Labrador,2021A000210,Men+,15 to 24 years,% change (2016 to 2021),2.2.3.5,-3.9,,-2.4,,-2.5,,-8.4,,-10,,34.4,,-20,,2.9,,-4.1,
2021,Newfoundland and Labrador,2021A000210,Men+,25 to 34 years,2021 Counts,2.2.4.1,25705,,2760,,2600,,1705,,500,,400,,10,,150,,22945,
2021,Newfoundland and Labrador,2021A000210,Men+,25 to 34 years,2016 Counts,2.2.4.2,27950,,2495,,2325,,1485,,445,,400,,20,,145,,25460,
2021,Newfoundland and Labrador,2021A000210,Men+,25 to 34 years,% distribution (2021),2.2.4.3,100,,10.7,,10.1,,6.6,,1.9,,1.6,,0,,0.6,,89.3,
2021,Newfoundland and Labrador,2021A000210,Men+,25 to 34 years,% distribution (2016),2.2.4.4,100,,8.9,,8.3,,5.3,,1.6,,1.4,,0.1,,0.5,,91.1,
2021,Newfoundland and Labrador,2021A000210,Men+,25 to 34 years,% change (2016 to 2021),2.2.4.5,-8,,10.8,,11.8,,14.8,,11.2,,-1.3,,-25,,0,,-9.9,
2021,Newfoundland and Labrador,2021A000210,Men+,35 to 44 years,2021 Counts,2.2.5.1,28525,,2500,,2345,,1535,,380,,430,,20,,130,,26030,
2021,Newfoundland and Labrador,2021A000210,Men+,35 to 44 years,2016 Counts,2.2.5.2,31395,,2690,,2525,,1570,,520,,440,,15,,150,,28710,
2021,Newfoundland and Labrador,2021A000210,Men+,35 to 44 years,% distribution (2021),2.2.5.3,100,,8.8,,8.2,,5.4,,1.3,,1.5,,0.1,,0.5,,91.3,
2021,Newfoundland and Labrador,2021A000210,Men+,35 to 44 years,% distribution (2016),2.2.5.4,100,,8.6,,8,,5,,1.7,,1.4,,0,,0.5,,91.4,
2021,Newfoundland and Labrador,2021A000210,Men+,35 to 44 years,% change (2016 to 2021),2.2.5.5,-9.1,,-7.2,,-7.1,,-2.5,,-26,,-1.1,,66.7,,-10,,-9.4,
2021,Newfoundland and Labrador,2021A000210,Men+,45 to 54 years,2021 Counts,2.2.6.1,34550,,3110,,2915,,1840,,595,,475,,30,,160,,31450,
2021,Newfoundland and Labrador,2021A000210,Men+,45 to 54 years,2016 Counts,2.2.6.2,39195,,3245,,2980,,1975,,535,,470,,45,,225,,35955,
2021,Newfoundland and Labrador,2021A000210,Men+,45 to 54 years,% distribution (2021),2.2.6.3,100,,9,,8.4,,5.3,,1.7,,1.4,,0.1,,0.5,,91,
2021,Newfoundland and Labrador,2021A000210,Men+,45 to 54 years,% distribution (2016),2.2.6.4,100,,8.3,,7.6,,5,,1.4,,1.2,,0.1,,0.6,,91.7,
2021,Newfoundland and Labrador,2021A000210,Men+,45 to 54 years,% change (2016 to 2021),2.2.6.5,-11.8,,-4.3,,-2,,-6.8,,12.1,,2.1,,-33.3,,-31.1,,-12.5,
2021,Newfoundland and Labrador,2021A000210,Men+,55 to 64 years,2021 Counts,2.2.7.1,40655,,3135,,2855,,1950,,435,,470,,45,,235,,37520,
2021,Newfoundland and Labrador,2021A000210,Men+,55 to 64 years,2016 Counts,2.2.7.2,41105,,3045,,2795,,1955,,490,,350,,30,,215,,38060,
2021,Newfoundland and Labrador,2021A000210,Men+,55 to 64 years,% distribution (2021),2.2.7.3,100,,7.7,,7,,4.8,,1.1,,1.2,,0.1,,0.6,,92.3,
2021,Newfoundland and Labrador,2021A000210,Men+,55 to 64 years,% distribution (2016),2.2.7.4,100,,7.4,,6.8,,4.8,,1.2,,0.9,,0.1,,0.5,,92.6,
2021,Newfoundland and Labrador,2021A000210,Men+,55 to 64 years,% change (2016 to 2021),2.2.7.5,-1.1,,3,,2,,-0.5,,-10.2,,32.9,,66.7,,11.6,,-1.4,
2021,Newfoundland and Labrador,2021A000210,Men+,65 years and over,2021 Counts,2.2.8.1,54960,,3285,,2940,,2040,,460,,445,,50,,290,,51675,
2021,Newfoundland and Labrador,2021A000210,Men+,65 years and over,2016 Counts,2.2.8.2,45285,,2400,,2255,,1575,,365,,310,,30,,120,,42880,
2021,Newfoundland and Labrador,2021A000210,Men+,65 years and over,% distribution (2021),2.2.8.3,100,,6,,5.3,,3.7,,0.8,,0.8,,0.1,,0.5,,94,
2021,Newfoundland and Labrador,2021A000210,Men+,65 years and over,% distribution (2016),2.2.8.4,100,,5.3,,5,,3.5,,0.8,,0.7,,0.1,,0.3,,94.7,
2021,Newfoundland and Labrador,2021A000210,Men+,65 years and over,% change (2016 to 2021),2.2.8.5,21.4,,36.7,,30.6,,29.2,,27.4,,43.5,,83.3,,141.7,,20.5,
2021,Newfoundland and Labrador,2021A000210,Women+,Total - Age,2021 Counts,2.3.1.1,255910,,24030,,22250,,14775,,3735,,3740,,360,,1420,,231875,
2021,Newfoundland and Labrador,2021A000210,Women+,Total - Age,2016 Counts,2.3.1.2,261340,,23625,,22100,,14760,,4000,,3340,,250,,1275,,237710,
2021,Newfoundland and Labrador,2021A000210,Women+,Total - Age,% distribution (2021),2.3.1.3,100,,9.4,,8.7,,5.8,,1.5,,1.5,,0.1,,0.6,,90.6,
2021,Newfoundland and Labrador,2021A000210,Women+,Total - Age,% distribution (2016),2.3.1.4,100,,9,,8.5,,5.6,,1.5,,1.3,,0.1,,0.5,,91,
2021,Newfoundland and Labrador,2021A000210,Women+,Total - Age,% change (2016 to 2021),2.3.1.5,-2.1,,1.7,,0.7,,0.1,,-6.5,,12,,44,,11,,-2.5,
2021,Newfoundland and Labrador,2021A000210,Women+,0 to 14 years,2021 Counts,2.3.2.1,33130,,4310,,4025,,2570,,700,,755,,85,,200,,28820,
2021,Newfoundland and Labrador,2021A000210,Women+,0 to 14 years,2016 Counts,2.3.2.2,36185,,4600,,4320,,2865,,730,,720,,50,,225,,31590,
2021,Newfoundland and Labrador,2021A000210,Women+,0 to 14 years,% distribution (2021),2.3.2.3,100,,13,,12.1,,7.8,,2.1,,2.3,,0.3,,0.6,,87,
2021,Newfoundland and Labrador,2021A000210,Women+,0 to 14 years,% distribution (2016),2.3.2.4,100,,12.7,,11.9,,7.9,,2,,2,,0.1,,0.6,,87.3,
2021,Newfoundland and Labrador,2021A000210,Women+,0 to 14 years,% change (2016 to 2021),2.3.2.5,-8.5,,-6.2,,-6.8,,-10.3,,-4.1,,4.9,,70,,-11.1,,-8.8,
2021,Newfoundland and Labrador,2021A000210,Women+,15 to 24 years,2021 Counts,2.3.3.1,24650,,3160,,2995,,2030,,440,,520,,40,,125,,21490,
2021,Newfoundland and Labrador,2021A000210,Women+,15 to 24 years,2016 Counts,2.3.3.2,26890,,3605,,3455,,2300,,640,,515,,40,,110,,23285,
2021,Newfoundland and Labrador,2021A000210,Women+,15 to 24 years,% distribution (2021),2.3.3.3,100,,12.8,,12.2,,8.2,,1.8,,2.1,,0.2,,0.5,,87.2,
2021,Newfoundland and Labrador,2021A000210,Women+,15 to 24 years,% distribution (2016),2.3.3.4,100,,13.4,,12.8,,8.6,,2.4,,1.9,,0.1,,0.4,,86.6,
2021,Newfoundland and Labrador,2021A000210,Women+,15 to 24 years,% change (2016 to 2021),2.3.3.5,-8.3,,-12.2,,-13.5,,-11.7,,-29.9,,1,,12.5,,13.6,,-7.7,
2021,Newfoundland and Labrador,2021A000210,Women+,25 to 34 years,2021 Counts,2.3.4.1,26345,,2930,,2715,,1730,,470,,515,,45,,165,,23420,
2021,Newfoundland and Labrador,2021A000210,Women+,25 to 34 years,2016 Counts,2.3.4.2,29470,,2875,,2735,,1735,,570,,430,,45,,95,,26595,
2021,Newfoundland and Labrador,2021A000210,Women+,25 to 34 years,% distribution (2021),2.3.4.3,100,,11.1,,10.3,,6.6,,1.8,,2,,0.2,,0.6,,88.9,
2021,Newfoundland and Labrador,2021A000210,Women+,25 to 34 years,% distribution (2016),2.3.4.4,100,,9.8,,9.3,,5.9,,1.9,,1.5,,0.2,,0.3,,90.2,
2021,Newfoundland and Labrador,2021A000210,Women+,25 to 34 years,% change (2016 to 2021),2.3.4.5,-10.6,,1.7,,-0.5,,-0.3,,-17.5,,20.9,,-11.1,,73.7,,-12,
2021,Newfoundland and Labrador,2021A000210,Women+,35 to 44 years,2021 Counts,2.3.5.1,31315,,2990,,2790,,1790,,520,,480,,45,,150,,28320,
2021,Newfoundland and Labrador,2021A000210,Women+,35 to 44 years,2016 Counts,2.3.5.2,33635,,3145,,2965,,1865,,585,,515,,45,,135,,30490,
2021,Newfoundland and Labrador,2021A000210,Women+,35 to 44 years,% distribution (2021),2.3.5.3,100,,9.5,,8.9,,5.7,,1.7,,1.5,,0.1,,0.5,,90.4,
2021,Newfoundland and Labrador,2021A000210,Women+,35 to 44 years,% distribution (2016),2.3.5.4,100,,9.4,,8.8,,5.5,,1.7,,1.5,,0.1,,0.4,,90.6,
2021,Newfoundland and Labrador,2021A000210,Women+,35 to 44 years,% change (2016 to 2021),2.3.5.5,-6.9,,-4.9,,-5.7,,-3.8,,-11.1,,-7.8,,11.1,,11.1,,-7.1,
2021,Newfoundland and Labrador,2021A000210,Women+,45 to 54 years,2021 Counts,2.3.6.1,37400,,3520,,3255,,2080,,595,,580,,45,,220,,33875,
2021,Newfoundland and Labrador,2021A000210,Women+,45 to 54 years,2016 Counts,2.3.6.2,41735,,3560,,3290,,2240,,590,,460,,25,,240,,38180,
2021,Newfoundland and Labrador,2021A000210,Women+,45 to 54 years,% distribution (2021),2.3.6.3,100,,9.4,,8.7,,5.6,,1.6,,1.6,,0.1,,0.6,,90.6,
2021,Newfoundland and Labrador,2021A000210,Women+,45 to 54 years,% distribution (2016),2.3.6.4,100,,8.5,,7.9,,5.4,,1.4,,1.1,,0.1,,0.6,,91.5,
2021,Newfoundland and Labrador,2021A000210,Women+,45 to 54 years,% change (2016 to 2021),2.3.6.5,-10.4,,-1.1,,-1.1,,-6.9,,0.8,,26.1,,80,,-8.3,,-11.3,
2021,Newfoundland and Labrador,2021A000210,Women+,55 to 64 years,2021 Counts,2.3.7.1,43285,,3530,,3255,,2285,,550,,420,,50,,225,,39760,
2021,Newfoundland and Labrador,2021A000210,Women+,55 to 64 years,2016 Counts,2.3.7.2,43385,,3140,,2855,,1960,,500,,390,,45,,250,,40240,
2021,Newfoundland and Labrador,2021A000210,Women+,55 to 64 years,% distribution (2021),2.3.7.3,100,,8.2,,7.5,,5.3,,1.3,,1,,0.1,,0.5,,91.9,
2021,Newfoundland and Labrador,2021A000210,Women+,55 to 64 years,% distribution (2016),2.3.7.4,100,,7.2,,6.6,,4.5,,1.2,,0.9,,0.1,,0.6,,92.8,
2021,Newfoundland and Labrador,2021A000210,Women+,55 to 64 years,% change (2016 to 2021),2.3.7.5,-0.2,,12.6,,14,,16.6,,10,,7.7,,11.1,,-8,,-1.2,
2021,Newfoundland and Labrador,2021A000210,Women+,65 years and over,2021 Counts,2.3.8.1,59785,,3585,,3210,,2280,,460,,465,,55,,325,,56195,
2021,Newfoundland and Labrador,2021A000210,Women+,65 years and over,2016 Counts,2.3.8.2,50030,,2700,,2480,,1790,,395,,300,,0,,220,,47330,
2021,Newfoundland and Labrador,2021A000210,Women+,65 years and over,% distribution (2021),2.3.8.3,100,,6,,5.4,,3.8,,0.8,,0.8,,0.1,,0.5,,94,
2021,Newfoundland and Labrador,2021A000210,Women+,65 years and over,% distribution (2016),2.3.8.4,100,,5.4,,5,,3.6,,0.8,,0.6,,0,,0.4,,94.6,
2021,Newfoundland and Labrador,2021A000210,Women+,65 years and over,% change (2016 to 2021),2.3.8.5,19.5,,33,,29.6,,27.7,,16.5,,56.7,,0,...,47.7,,18.7,
2021,Division No.  1,2021A00031001,Total - Gender,Total - Age,2021 Counts,3.1.1.1,267550,,8300,,7670,,4780,,1695,,1200,,130,,500,,259245,
2021,Division No.  1,2021A00031001,Total - Gender,Total - Age,2016 Counts,3.1.1.2,266705,,7760,,7235,,4535,,1845,,860,,85,,440,,258945,
2021,Division No.  1,2021A00031001,Total - Gender,Total - Age,% distribution (2021),3.1.1.3,100,,3.1,,2.9,,1.8,,0.6,,0.4,,0,,0.2,,96.9,
2021,Division No.  1,2021A00031001,Total - Gender,Total - Age,% distribution (2016),3.1.1.4,100,,2.9,,2.7,,1.7,,0.7,,0.3,,0,,0.2,,97.1,
2021,Division No.  1,2021A00031001,Total - Gender,Total - Age,% change (2016 to 2021),3.1.1.5,0.3,,7,,6,,5.4,,-8.1,,39,,52.9,,12.5,,0.1,
2021,Division No.  1,2021A00031001,Total - Gender,0 to 14 years,2021 Counts,3.1.2.1,38270,,1650,,1525,,950,,315,,260,,45,,80,,36625,
2021,Division No.  1,2021A00031001,Total - Gender,0 to 14 years,2016 Counts,3.1.2.2,40545,,1785,,1640,,1040,,370,,230,,10,,135,,38760,
2021,Division No.  1,2021A00031001,Total - Gender,0 to 14 years,% distribution (2021),3.1.2.3,100,,4.3,,4,,2.5,,0.8,,0.7,,0.1,,0.2,,95.7,
2021,Division No.  1,2021A00031001,Total - Gender,0 to 14 years,% distribution (2016),3.1.2.4,100,,4.4,,4,,2.6,,0.9,,0.6,,0,,0.3,,95.6,
2021,Division No.  1,2021A00031001,Total - Gender,0 to 14 years,% change (2016 to 2021),3.1.2.5,-5.6,,-7.6,,-7,,-8.7,,-14.9,,13,,350,,-37,,-5.5,
2021,Division No.  1,2021A00031001,Total - Gender,15 to 24 years,2021 Counts,3.1.3.1,29690,,1365,,1305,,770,,285,,250,,15,,50,,28320,
2021,Division No.  1,2021A00031001,Total - Gender,15 to 24 years,2016 Counts,3.1.3.2,30700,,1475,,1390,,880,,340,,170,,30,,60,,29225,
2021,Division No.  1,2021A00031001,Total - Gender,15 to 24 years,% distribution (2021),3.1.3.3,100,,4.6,,4.4,,2.6,,1,,0.8,,0.1,,0.2,,95.4,
2021,Division No.  1,2021A00031001,Total - Gender,15 to 24 years,% distribution (2016),3.1.3.4,100,,4.8,,4.5,,2.9,,1.1,,0.6,,0.1,,0.2,,95.2,
2021,Division No.  1,2021A00031001,Total - Gender,15 to 24 years,% change (2016 to 2021),3.1.3.5,-3.3,,-7.1,,-6.1,,-12.5,,-14.7,,47.1,,-66.7,,-25,,-3.1,
2021,Division No.  1,2021A00031001,Total - Gender,25 to 34 years,2021 Counts,3.1.4.1,32215,,1460,,1355,,890,,270,,195,,20,,85,,30750,
2021,Division No.  1,2021A00031001,Total - Gender,25 to 34 years,2016 Counts,3.1.4.2,35145,,1275,,1200,,775,,315,,105,,20,,50,,33870,
2021,Division No.  1,2021A00031001,Total - Gender,25 to 34 years,% distribution (2021),3.1.4.3,100,,4.5,,4.2,,2.8,,0.8,,0.6,,0.1,,0.3,,95.5,
2021,Division No.  1,2021A00031001,Total - Gender,25 to 34 years,% distribution (2016),3.1.4.4,100,,3.6,,3.4,,2.2,,0.9,,0.3,,0.1,,0.1,,96.4,
2021,Division No.  1,2021A00031001,Total - Gender,25 to 34 years,% change (2016 to 2021),3.1.4.5,-8.3,,14.9,,12.9,,14.8,,-12.7,,85.7,,25,,70,,-9.2,
2021,Division No.  1,2021A00031001,Total - Gender,35 to 44 years,2021 Counts,3.1.5.1,35190,,1225,,1155,,760,,280,,110,,10,,60,,33970,
2021,Division No.  1,2021A00031001,Total - Gender,35 to 44 years,2016 Counts,3.1.5.2,36010,,1160,,1105,,665,,295,,145,,0,,50,,34855,
2021,Division No.  1,2021A00031001,Total - Gender,35 to 44 years,% distribution (2021),3.1.5.3,100,,3.5,,3.3,,2.2,,0.8,,0.3,,0,,0.2,,96.5,
2021,Division No.  1,2021A00031001,Total - Gender,35 to 44 years,% distribution (2016),3.1.5.4,100,,3.2,,3.1,,1.8,,0.8,,0.4,,0,,0.1,,96.8,
2021,Division No.  1,2021A00031001,Total - Gender,35 to 44 years,% change (2016 to 2021),3.1.5.5,-2.3,,5.2,,5,,15,,-3.4,,-20.7,,0,...,20,,-2.6,
2021,Division No.  1,2021A00031001,Total - Gender,45 to 54 years,2021 Counts,3.1.6.1,37380,,1050,,950,,535,,235,,180,,20,,80,,36330,
2021,Division No.  1,2021A00031001,Total - Gender,45 to 54 years,2016 Counts,3.1.6.2,40715,,975,,910,,615,,200,,95,,10,,55,,39740,
2021,Division No.  1,2021A00031001,Total - Gender,45 to 54 years,% distribution (2021),3.1.6.3,100,,2.8,,2.5,,1.4,,0.6,,0.5,,0.1,,0.2,,97.2,
2021,Division No.  1,2021A00031001,Total - Gender,45 to 54 years,% distribution (2016),3.1.6.4,100,,2.4,,2.2,,1.5,,0.5,,0.2,,0,,0.1,,97.6,
2021,Division No.  1,2021A00031001,Total - Gender,45 to 54 years,% change (2016 to 2021),3.1.6.5,-8.2,,8.2,,4.4,,-12.2,,17.5,,89.5,,100,,54.5,,-8.6,
2021,Division No.  1,2021A00031001,Total - Gender,55 to 64 years,2021 Counts,3.1.7.1,41340,,820,,755,,500,,160,,95,,0,,60,,40520,
2021,Division No.  1,2021A00031001,Total - Gender,55 to 64 years,2016 Counts,3.1.7.2,40180,,660,,610,,370,,160,,75,,0,,55,,39515,
2021,Division No.  1,2021A00031001,Total - Gender,55 to 64 years,% distribution (2021),3.1.7.3,100,,2,,1.8,,1.2,,0.4,,0.2,,0,,0.1,,98,
2021,Division No.  1,2021A00031001,Total - Gender,55 to 64 years,% distribution (2016),3.1.7.4,100,,1.6,,1.5,,0.9,,0.4,,0.2,,0,,0.1,,98.3,
2021,Division No.  1,2021A00031001,Total - Gender,55 to 64 years,% change (2016 to 2021),3.1.7.5,2.9,,23.3,,23.8,,35.1,,3.1,,26.7,,0,...,9.1,,2.5,
2021,Division No.  1,2021A00031001,Total - Gender,65 years and over,2021 Counts,3.1.8.1,53455,,720,,620,,365,,140,,115,,15,,85,,52735,
2021,Division No.  1,2021A00031001,Total - Gender,65 years and over,2016 Counts,3.1.8.2,43410,,430,,390,,190,,160,,40,,10,,35,,42980,
2021,Division No.  1,2021A00031001,Total - Gender,65 years and over,% distribution (2021),3.1.8.3,100,,1.3,,1.2,,0.7,,0.3,,0.2,,0,,0.2,,98.7,
2021,Division No.  1,2021A00031001,Total - Gender,65 years and over,% distribution (2016),3.1.8.4,100,,1,,0.9,,0.4,,0.4,,0.1,,0,,0.1,,99,
2021,Division No.  1,2021A00031001,Total - Gender,65 years and over,% change (2016 to 2021),3.1.8.5,23.2,,67.4,,60.3,,94.7,,-12.5,,175,,50,,142.9,,22.7,
2021,Division No.  1,2021A00031001,Men+,Total - Age,2021 Counts,3.2.1.1,130565,,3945,,3655,,2290,,770,,590,,55,,240,,126620,
2021,Division No.  1,2021A00031001,Men+,Total - Age,2016 Counts,3.2.1.2,129960,,3550,,3300,,2055,,840,,405,,40,,215,,126405,
2021,Division No.  1,2021A00031001,Men+,Total - Age,% distribution (2021),3.2.1.3,100,,3,,2.8,,1.8,,0.6,,0.5,,0,,0.2,,97,
2021,Division No.  1,2021A00031001,Men+,Total - Age,% distribution (2016),3.2.1.4,100,,2.7,,2.5,,1.6,,0.6,,0.3,,0,,0.2,,97.3,
2021,Division No.  1,2021A00031001,Men+,Total - Age,% change (2016 to 2021),3.2.1.5,0.5,,11,,10.6,,11.7,,-8.3,,45.7,,25,,9.3,,0.2,
2021,Division No.  1,2021A00031001,Men+,0 to 14 years,2021 Counts,3.2.2.1,19585,,915,,840,,520,,175,,135,,30,,40,,18670,
2021,Division No.  1,2021A00031001,Men+,0 to 14 years,2016 Counts,3.2.2.2,20705,,915,,840,,505,,230,,110,,10,,65,,19785,
2021,Division No.  1,2021A00031001,Men+,0 to 14 years,% distribution (2021),3.2.2.3,100,,4.7,,4.3,,2.7,,0.9,,0.7,,0.2,,0.2,,95.3,
2021,Division No.  1,2021A00031001,Men+,0 to 14 years,% distribution (2016),3.2.2.4,100,,4.4,,4.1,,2.4,,1.1,,0.5,,0,,0.3,,95.6,
2021,Division No.  1,2021A00031001,Men+,0 to 14 years,% change (2016 to 2021),3.2.2.5,-5.4,,-0.5,,0,,4,,-21.7,,27.3,,250,,-38.5,,-5.6,
2021,Division No.  1,2021A00031001,Men+,15 to 24 years,2021 Counts,3.2.3.1,15390,,685,,640,,360,,140,,140,,0,,35,,14710,
2021,Division No.  1,2021A00031001,Men+,15 to 24 years,2016 Counts,3.2.3.2,15455,,675,,625,,410,,150,,65,,10,,40,,14780,
2021,Division No.  1,2021A00031001,Men+,15 to 24 years,% distribution (2021),3.2.3.3,100,,4.5,,4.2,,2.3,,0.9,,0.9,,0,,0.2,,95.6,
2021,Division No.  1,2021A00031001,Men+,15 to 24 years,% distribution (2016),3.2.3.4,100,,4.4,,4,,2.7,,1,,0.4,,0.1,,0.3,,95.6,
2021,Division No.  1,2021A00031001,Men+,15 to 24 years,% change (2016 to 2021),3.2.3.5,-0.5,,0.7,,2.4,,-12.2,,-6.7,,115.4,,0,,-25,,-0.5,
2021,Division No.  1,2021A00031001,Men+,25 to 34 years,2021 Counts,3.2.4.1,15890,,720,,675,,465,,135,,75,,0,,50,,15175,
2021,Division No.  1,2021A00031001,Men+,25 to 34 years,2016 Counts,3.2.4.2,17175,,540,,510,,315,,130,,65,,0,,20,,16635,
2021,Division No.  1,2021A00031001,Men+,25 to 34 years,% distribution (2021),3.2.4.3,100,,4.5,,4.2,,2.9,,0.8,,0.5,,0,,0.3,,95.5,
2021,Division No.  1,2021A00031001,Men+,25 to 34 years,% distribution (2016),3.2.4.4,100,,3.1,,3,,1.8,,0.8,,0.4,,0,,0.1,,96.9,
2021,Division No.  1,2021A00031001,Men+,25 to 34 years,% change (2016 to 2021),3.2.4.5,-7.5,,33.3,,32.4,,46,,3.8,,15.4,,0,...,125,,-8.8,
2021,Division No.  1,2021A00031001,Men+,35 to 44 years,2021 Counts,3.2.5.1,16935,,545,,525,,360,,105,,60,,0,,15,,16390,
2021,Division No.  1,2021A00031001,Men+,35 to 44 years,2016 Counts,3.2.5.2,17605,,500,,470,,290,,110,,70,,0,,30,,17100,
2021,Division No.  1,2021A00031001,Men+,35 to 44 years,% distribution (2021),3.2.5.3,100,,3.2,,3.1,,2.1,,0.6,,0.4,,0,,0.1,,96.8,
2021,Division No.  1,2021A00031001,Men+,35 to 44 years,% distribution (2016),3.2.5.4,100,,2.8,,2.7,,1.6,,0.6,,0.4,,0,,0.2,,97.1,
2021,Division No.  1,2021A00031001,Men+,35 to 44 years,% change (2016 to 2021),3.2.5.5,-3.8,,9,,11.7,,24.1,,-4.5,,-14.3,,0,...,-50,,-4.2,
2021,Division No.  1,2021A00031001,Men+,45 to 54 years,2021 Counts,3.2.6.1,17840,,420,,385,,235,,85,,70,,0,,30,,17420,
2021,Division No.  1,2021A00031001,Men+,45 to 54 years,2016 Counts,3.2.6.2,19520,,460,,425,,285,,100,,40,,0,,20,,19065,
2021,Division No.  1,2021A00031001,Men+,45 to 54 years,% distribution (2021),3.2.6.3,100,,2.4,,2.2,,1.3,,0.5,,0.4,,0,,0.2,,97.6,
2021,Division No.  1,2021A00031001,Men+,45 to 54 years,% distribution (2016),3.2.6.4,100,,2.4,,2.2,,1.5,,0.5,,0.2,,0,,0.1,,97.7,
2021,Division No.  1,2021A00031001,Men+,45 to 54 years,% change (2016 to 2021),3.2.6.5,-8.6,,-8.7,,-9.4,,-17.5,,-20,,75,,0,...,20,,-8.6,
2021,Division No.  1,2021A00031001,Men+,55 to 64 years,2021 Counts,3.2.7.1,19870,,335,,305,,185,,70,,50,,0,,25,,19535,
2021,Division No.  1,2021A00031001,Men+,55 to 64 years,2016 Counts,3.2.7.2,19350,,295,,270,,185,,65,,25,,0,,25,,19055,
2021,Division No.  1,2021A00031001,Men+,55 to 64 years,% distribution (2021),3.2.7.3,100,,1.7,,1.5,,0.9,,0.4,,0.3,,0,,0.1,,98.3,
2021,Division No.  1,2021A00031001,Men+,55 to 64 years,% distribution (2016),3.2.7.4,100,,1.5,,1.4,,1,,0.3,,0.1,,0,,0.1,,98.5,
2021,Division No.  1,2021A00031001,Men+,55 to 64 years,% change (2016 to 2021),3.2.7.5,2.6,,13.6,,13,,2.7,,0,,100,,0,...,0,,2.5,
2021,Division No.  1,2021A00031001,Men+,65 years and over,2021 Counts,3.2.8.1,25060,,330,,280,,165,,60,,55,,0,,40,,24725,
2021,Division No.  1,2021A00031001,Men+,65 years and over,2016 Counts,3.2.8.2,20150,,175,,160,,80,,55,,20,,10,,0,,19980,
